Account,date,daily_pnl,total_trades,winning_trades,avg_trade_size,total_volume,long_trades,short_trades,win_rate,long_short_ratio,value,classification,sentiment,frequency_segment,size_segment,consistency_segment
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-04-08,0.0,1,0,0.01,0.01,0,1,0.0,0.0,76,Extreme Greed,Greed,Infrequent,Small Positions,Inconsistent
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-05-09,0.0,1,0,0.84,0.84,0,1,0.0,0.0,55,Greed,Greed,Infrequent,Small Positions,Inconsistent
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-06-08,215.754798,27,8,28.555555555555557,771.0,1,26,0.2962962962962963,0.038461538461538464,72,Greed,Greed,Infrequent,Small Positions,Inconsistent
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-08,0.0,11,0,0.0036363636363636364,0.04,0,11,0.0,0.0,28,Fear,Fear,Infrequent,Small Positions,Inconsistent
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-01,0.0,2,0,23066.935,46133.87,2,0,0.0,,75,Extreme Greed,Greed,Infrequent,Small Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-01-12,0.0,1,0,199.81,199.81,0,1,0.0,0.0,71,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-03-12,0.0,1,0,209.94,209.94,0,1,0.0,0.0,81,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-05-12,0.0,6,0,10238.081666666667,61428.49,6,0,0.0,,56,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-06-12,0.0,20,0,1657.5529999999999,33151.06,5,15,0.0,0.3333333333333333,72,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-09-12,483.662076,8,8,603.1,4824.8,8,0,1.0,,31,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-12,0.0,3,0,22522.036666666667,67566.11,3,0,0.0,,49,Neutral,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,3721.345649,4,4,40012.55,160050.2,0,4,1.0,0.0,80,Extreme Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,0.0,2,0,5195.3,10390.6,2,0,0.0,,74,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,-9655.676981,12,5,15270.597499999998,183247.16999999998,6,6,0.4166666666666667,1.0,66,Greed,Greed,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-01,0.0,1,0,6217.48,6217.48,1,0,0.0,,20,Extreme Fear,Fear,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,0.0,142,0,4742.898943661972,673491.65,0,142,0.0,0.0,15,Extreme Fear,Fear,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,863.956464,63,30,3213.5458730158734,202453.39,33,30,0.47619047619047616,1.1,25,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,266.39774,34,34,19800.740588235294,673225.18,34,0,1.0,,28,Fear,Fear,Infrequent,Large Positions,Inconsistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-02-12,0.0,1,0,46692.72,46692.72,1,0,0.0,,70,Greed,Greed,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-03-10,100.375782,5,3,2585.338,12926.69,2,3,0.6,0.6666666666666666,79,Extreme Greed,Greed,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-03-11,0.0,2,0,9530.66,19061.32,2,0,0.0,,82,Extreme Greed,Greed,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-04-11,540.05911,10,10,1960.1330000000003,19601.33,0,10,1.0,0.0,76,Extreme Greed,Greed,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-07-11,503.46257599999996,16,11,1929.28125,30868.5,5,11,0.6875,0.45454545454545453,29,Fear,Fear,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-11,0.0,1,0,9836.88,9836.88,1,0,0.0,,32,Fear,Fear,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,393.07947,4,4,2557.49,10229.96,0,4,1.0,0.0,76,Extreme Greed,Greed,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-11,0.0,4,0,1319.1399999999999,5276.5599999999995,4,0,0.0,,74,Greed,Greed,Infrequent,Large Positions,Consistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,0.0,1,0,63727.4,63727.4,1,0,0.0,,28,Fear,Fear,Infrequent,Large Positions,Consistent
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-06-12,0.0,45,0,10673.925777777777,480326.66,0,45,0.0,0.0,72,Greed,Greed,Infrequent,Large Positions,Consistent
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,10,10,6750.81,67508.1,10,0,1.0,,83,Extreme Greed,Greed,Infrequent,Large Positions,Consistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-05-10,0.0,1,0,0.61,0.61,0,1,0.0,0.0,66,Greed,Greed,Infrequent,Small Positions,Consistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-08,0.0,1,0,0.12,0.12,0,1,0.0,0.0,29,Fear,Fear,Infrequent,Small Positions,Consistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-08,0.0,1,0,0.68,0.68,0,1,0.0,0.0,49,Neutral,Greed,Infrequent,Small Positions,Consistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-09,0.0,1,0,0.54,0.54,0,1,0.0,0.0,75,Extreme Greed,Greed,Infrequent,Small Positions,Consistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-10,0.0,1,0,0.73,0.73,0,1,0.0,0.0,78,Extreme Greed,Greed,Infrequent,Small Positions,Consistent
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-12-08,0.0,1,0,0.61,0.61,0,1,0.0,0.0,79,Extreme Greed,Greed,Infrequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-01-12,197.422418,4,2,358.71500000000003,1434.8600000000001,2,2,0.5,1.0,71,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-03-12,30.727222,42,1,330.0188095238095,13860.79,26,16,0.023809523809523808,1.625,81,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-04-12,910.584797,102,14,795.8152941176471,81173.16,39,63,0.13725490196078433,0.6190476190476191,79,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-05-12,3174.023699,290,106,587.6594137931035,170421.23,145,145,0.36551724137931035,1.0,56,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-06-12,514.886454,108,32,1009.2267592592593,108996.49,61,47,0.2962962962962963,1.297872340425532,72,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-07-12,1040.616939,180,63,580.1653888888889,104429.77,83,97,0.35,0.8556701030927835,25,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-08-12,227.072158,69,25,423.3769565217391,29213.01,33,36,0.36231884057971014,0.9166666666666666,25,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-09-12,311.290605,55,19,399.53854545454544,21974.62,32,23,0.34545454545454546,1.391304347826087,31,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-12,1474.670598,182,67,512.06510989011,93195.85,109,73,0.36813186813186816,1.4931506849315068,49,Neutral,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-12,1157.689489,325,109,307.6034769230769,99971.13,117,208,0.3353846153846154,0.5625,80,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,159,46,458.38842767295597,72883.76,75,84,0.2893081761006289,0.8928571428571429,83,Extreme Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,16,3,632.90125,10126.42,9,7,0.1875,1.2857142857142858,66,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,526.448209,33,23,490.5812121212121,16189.18,23,10,0.696969696969697,2.3,70,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,109.593094,27,12,617.1918518518519,16664.18,5,22,0.4444444444444444,0.22727272727272727,74,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,-680.287463,19,6,247.43947368421055,4701.35,6,13,0.3157894736842105,0.46153846153846156,73,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,37.385304,7,1,299.0128571428572,2093.09,0,7,0.14285714285714285,0.0,72,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,677.276764,90,43,548.5241111111111,49367.17,30,60,0.4777777777777778,0.5,68,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,108,27,475.55675925925925,51360.13,83,25,0.25,3.32,60,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,349.12092600000005,21,8,1106.6938095238095,23240.57,3,18,0.38095238095238093,0.16666666666666666,44,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,93.006465,4,3,405.9275,1623.71,3,1,0.75,3.0,72,Greed,Greed,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,846.655814,102,24,321.5754901960784,32800.7,51,51,0.23529411764705882,1.0,20,Extreme Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,2440.916534,182,73,633.5157142857142,115299.86,108,74,0.4010989010989011,1.4594594594594594,26,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,33,12,591.2160606060606,19510.13,7,26,0.36363636363636365,0.2692307692307692,33,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,7.052034,14,2,635.2357142857143,8893.3,12,2,0.14285714285714285,6.0,15,Extreme Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,73.451675,57,15,628.7080701754386,35836.36,20,37,0.2631578947368421,0.5405405405405406,34,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,874.3810560000001,34,16,389.9655882352941,13258.83,14,20,0.47058823529411764,0.7,44,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,444.266681,32,7,502.8234375,16090.35,31,1,0.21875,31.0,25,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,2,0,874.78,1749.56,2,0,0.0,,28,Fear,Fear,Frequent,Small Positions,Consistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,8.594753,38,4,439.9673684210526,16718.76,1,37,0.10526315789473684,0.02702702702702703,53,Neutral,Greed,Frequent,Small Positions,Consistent
